"line"	"folio"	"section"	"quire"	"panel"	"language"	"hand"	"misc"	"d.hand"	"placement"	"line_number"	"transcriber"	"complex.line"	"par_init"	"par_fin"
"ol!sheed.qokedy.qokeedy.qokedy.lkedy.lsheedy.okar.shedy.otain-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"43"	"C"	"ol!sheed.qokedy.qokeedy.qokedy.lkedy.lsheedy.okar.shedy.otain-"	NA	NA
"ol!sheed.qokedy.qokeedy.qokedy.lkedy.lsheedy.okar.shedy.otain-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"43"	"F"	"ol!sheed.qokedy.qokeedy.qokedy.lkedy.lsheedy.okar.shedy.otain-"	NA	NA
"ol.sheed.qokedy.qokeedy.qokedy.lkedy.lsheedy.okar.shedy.otain-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"43"	"V"	"ol.sheed.qokedy.qokeedy.qokedy.lkedy.lsheedy.okar.shedy.otain-"	NA	NA
"saiin.qol.shedy.ol.chedor.chal.shed.qoteedy.dshedy.okal.chedyl-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"44"	"H"	"saiin.qol.shedy.ol.chedor.chal.shed.qoteedy.dshedy.okal.chedyl-"	29	16
"saiin.qol.shedy.ol.chedor.chal.shed.qoteedy.dsh!dy.okal.chedyl-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"44"	"C"	"saiin.qol.shedy.ol.chedor.chal.shed.qoteedy.dsh!dy.okal.chedyl-"	NA	NA
"saiin.qol.shedy.ol.chedor.chal.shed.qoteedy.dshedy.okal.chedyl-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"44"	"F"	"saiin.qol.shedy.ol.chedor.chal.shed.qoteedy.dshedy.okal.chedyl-"	NA	NA
"saiin.qol.shedy.ol.chedor.chal.shed.qoteedy.dshedy.okal.chedyl-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"44"	"V"	"saiin.qol.shedy.ol.chedor.chal.shed.qoteedy.dshedy.okal.chedyl-"	NA	NA
"dal.or.chedy.qolaiin.okedal.olchedy.chdol.olchedy.choly.aiin!y-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"45"	"H"	"dal.or.chedy.qolaiin.okedal.olchedy.chdol.olchedy.choly.aiin!y-"	40	10
"dal.or.chedy.qolaiin.okedal.olchedy.chdol.olchedy.choly.aiin!y-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"45"	"C"	"dal.or.chedy.qolaiin.okedal.olchedy.chdol.olchedy.choly.aiin!y-"	NA	NA
"dal.or.chedy.qolaiin.okedal.olchedy.chdol.olchedy.choly.aiin!y-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"45"	"F"	"dal.or.chedy.qolaiin.okedal.olchedy.chdol.olchedy.choly.aiin!y-"	NA	NA
"dal.or.chedy.qolaiin.okedal.olchedy.chdal.olchedy.choly.aiin.y-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"45"	"V"	"dal.or.chedy.qolaiin.okedal.olchedy.chdal.olchedy.choly.aiin.y-"	NA	NA
"sai!n.sheey.or.or.al.solshey.okeedy.ldaiin.che!cthey.okedalor-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"46"	"H"	"sai!n.sheey.or.or.al.solshey.okeedy.ldaiin.che!cthey.okedalor-"	50	0
"sai!n.sheey.or.or.al.solshey.okeedy.ldaiin.cheecthey.okedalor-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"46"	"C"	"sai!n.sheey.or.or.al.solshey.okeedy.ldaiin.cheecthey.okedalor-"	NA	NA
"saiin.sheey.or.or.al.solshey.okeedy.ldaiin.che!ckhey.okedalor-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"46"	"F"	"saiin.sheey.or.or.al.solshey.okeedy.ldaiin.che!ckhey.okedalor-"	NA	NA
"sai!n.sheey.or.ar.al.solshey.okeedy.ldaiin.che!ckhey.okedalor-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"46"	"V"	"sai!n.sheey.or.ar.al.solshey.okeedy.ldaiin.che!ckhey.okedalor-"	NA	NA
"qokaiin.ol.shedy.qokeey.or.shdy="	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"47"	"H"	"qokaiin.ol.shedy.qokeey.or.shdy="	0	80
"!okaiin.ol.chedy.qokeey.or.shdy="	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"47"	"C"	"!okaiin.ol.chedy.qokeey.or.shdy="	NA	NA
"qokaiin.ol.shedy.qokeey.or.shdy="	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"47"	"F"	"qokaiin.ol.shedy.qokeey.or.shdy="	NA	NA
"qokaiin.ol.shedy.qokeey.or.shdy="	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"47"	"V"	"qokaiin.ol.shedy.qokeey.or.shdy="	NA	NA
"p!!!olarar.okor.opcheey.yteey.opchaly.lshedy.qofchdal.lkodol.opa.ko!rols-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"1"	"H"	"p!!!olarar.okor.opcheey.yteey.opchaly.lshedy.qofchdal.lkodol.opa.ko!rols-"	6	70
"p!!!olarar.okor.opcheey.yteey.opchaly.lshedy.qofchdal.lkodal.opa.ko!rolr-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"1"	"C"	"p!!!olarar.okor.opcheey.yteey.opchaly.lshedy.qofchdal.lkodal.opa.ko!rolr-"	NA	NA
"p!!!olarar.okor.opcheey.yteey.opchaly.lshedy.qopchdal.lkodal.opa.ko!rols-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"1"	"F"	"p!!!olarar.okor.opcheey.yteey.opchaly.lshedy.qopchdal.lkodal.opa.ko!rols-"	NA	NA
"polarar.okor.opcheey.yteey.opchaly.lshedy.qofchdal.lkodal.opa!ko.rols-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"1"	"V"	"polarar.okor.opcheey.yteey.opchaly.lshedy.qofchdal.lkodal.opa!ko.rols-"	NA	NA
"s!csedy.keedy.cholkeeey.otedor.okor.shedy.chedy.qokeedy.oly.shey.qo!yky-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"2"	"H"	"s!csedy.keedy.cholkeeey.otedor.okor.shedy.chedy.qokeedy.oly.shey.qo!yky-"	16	59
"s!shedy.keedy.cholkeeey.otedar.okor.shedy.chedy.qokeedy.oly.shey.qo!yky-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"2"	"C"	"s!shedy.keedy.cholkeeey.otedar.okor.shedy.chedy.qokeedy.oly.shey.qo!yky-"	NA	NA
"s!shedy.keedy.cholkeeey.otedor.okor.shedy.chedy.qokeedy.oly.shey.qo!yky-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"2"	"F"	"s!shedy.keedy.cholkeeey.otedor.okor.shedy.chedy.qokeedy.oly.shey.qo!yky-"	NA	NA
"s.shedy.keedy.cholkeeey.otedar.okor.shedy.chedy.qokeedy.oly.shey.qo.yky-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"2"	"V"	"s.shedy.keedy.cholkeeey.otedar.okor.shedy.chedy.qokeedy.oly.shey.qo.yky-"	NA	NA
"dchedy.qokeedy.oteedy.chedaiin.chey.qokeedy.olkedy.ror.oteedy.okal-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"3"	"H"	"dchedy.qokeedy.oteedy.chedaiin.chey.qokeedy.olkedy.ror.oteedy.okal-"	27	49
"dchedy.qokeedy.oteedy.chedaiin.chey.qokeedy.olkedy.rar.oteedy.okal-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"3"	"C"	"dchedy.qokeedy.oteedy.chedaiin.chey.qokeedy.olkedy.rar.oteedy.okal-"	NA	NA
"dchedy.qokeedy.oteedy.chedaiin.chey.qokeedy.olkedy.ror.oteedy.okal-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"3"	"F"	"dchedy.qokeedy.oteedy.chedaiin.chey.qokeedy.olkedy.ror.oteedy.okal-"	NA	NA
"dchedy.qokeedy.oteedy.chedaiin.chey.qokeedy.olkedy.ror.oteedy.okal-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"3"	"V"	"dchedy.qokeedy.oteedy.chedaiin.chey.qokeedy.olkedy.ror.oteedy.okal-"	NA	NA
"s!olkeey.sor.shecthy.daiin.okar.chpchedy.cpchy.oty.olor.otchy.r!alchl-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"4"	"H"	"s!olkeey.sor.shecthy.daiin.okar.chpchedy.cpchy.oty.olor.otchy.r!alchl-"	37	39
"s!alkeey.sor.shecthy.daiin.okar.chpchedy.epchy.oty.olor.otchy.r!alchl-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"4"	"C"	"s!alkeey.sor.shecthy.daiin.okar.chpchedy.epchy.oty.olor.otchy.r!alchl-"	NA	NA
"s!alkeey.sor.shecthy.daiin.okar.chpchedy.epchy.oty.olor.otchy.r!alchl-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"4"	"F"	"s!alkeey.sor.shecthy.daiin.okar.chpchedy.epchy.oty.olor.otchy.r!alchl-"	NA	NA
"s.alkeey.sor.shecthy.daiin.okar.chpchedy.cpchy.oty.olor.otchy.r.alchl-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"4"	"V"	"s.alkeey.sor.shecthy.daiin.okar.chpchedy.cpchy.oty.olor.otchy.r.alchl-"	NA	NA
"s.otain.okain.chcthedy.qoteed.y!kedy.okedy.chedy.otedy.teyteg-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"5"	"H"	"s.otain.okain.chcthedy.qoteed.y!kedy.okedy.chedy.otedy.teyteg-"	48	28
"s!otain.okain.chcthedy.qoteed.y!kedy.okedy.chedy.otedy.teyteg-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"5"	"C"	"s!otain.okain.chcthedy.qoteed.y!kedy.okedy.chedy.otedy.teyteg-"	NA	NA
"s.otain.okain.chcthedy.qoteed.y.kedy.okedy.chedy.otedy.teytem-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"5"	"F"	"s.otain.okain.chcthedy.qoteed.y.kedy.okedy.chedy.otedy.teytem-"	NA	NA
"s.otain.okain.chcthedy.qoteed.y.kedy.okedy.chedy.otedy.teyteg-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"5"	"V"	"s.otain.okain.chcthedy.qoteed.y.kedy.okedy.chedy.otedy.teyteg-"	NA	NA
"qotees.olkeey.okeedy.qoeeedy.chckhey.sheor.aiin.otar.cheedy.lchedy-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"6"	"H"	"qotees.olkeey.okeedy.qoeeedy.chckhey.sheor.aiin.otar.cheedy.lchedy-"	58	17
"qotees.olkeey.okeedy.qoeeedy.chckhey.sheor.aiin.otar.cheedy.lchedy-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"6"	"C"	"qotees.olkeey.okeedy.qoeeedy.chckhey.sheor.aiin.otar.cheedy.lchedy-"	NA	NA
"qotees.olkeey.okeedy.qoeeedy.chckhey.sheor.aiin.otar.cheedy.lchedy-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"6"	"F"	"qotees.olkeey.okeedy.qoeeedy.chckhey.sheor.aiin.otar.cheedy.lchedy-"	NA	NA
"qotees.olkeey.okeedy.qoeeedy.chckhey.sheor.aiin.otar.cheedy.lchedy-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"6"	"V"	"qotees.olkeey.okeedy.qoeeedy.chckhey.sheor.aiin.otar.cheedy.lchedy-"	NA	NA
"doteey.qo.okaiin.oteedy.otedy.cheolchdy.okeedy.otedy.qokedy.okedar.da-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"7"	"H"	"doteey.qo.okaiin.oteedy.otedy.cheolchdy.okeedy.otedy.qokedy.okedar.da-"	68	10
"doteey.qo!okaiin.oteedy.otedy.cheolchdy.okeedy.otedy.qokedy.okedar.da-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"7"	"C"	"doteey.qo!okaiin.oteedy.otedy.cheolchdy.okeedy.otedy.qokedy.okedar.da-"	NA	NA
"doteey.qo.otaiin.oteedy.otedy.cheolchdy.okeedy.otedy.qokedy.okedar.da-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"7"	"F"	"doteey.qo.otaiin.oteedy.otedy.cheolchdy.okeedy.otedy.qokedy.okedar.da-"	NA	NA
"doteey.qo.okaiin.oteedy.otedy.cheolchdy.okeedy.otedy.qokedy.okedar.dy-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"7"	"V"	"doteey.qo.okaiin.oteedy.otedy.cheolchdy.okeedy.otedy.qokedy.okedar.dy-"	NA	NA
"qokeedy.ochedy.roiin.sheedy.qokeedy.okeedy.olor.okeedy.qol!keeey.r.al-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"8"	"H"	"qokeedy.ochedy.roiin.sheedy.qokeedy.okeedy.olor.okeedy.qol!keeey.r.al-"	79	0
"qokeedy.ochedy.roiin.sheedy.qokeedy.okeedy.olor.okeedy.qol!kchey.r.al-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"8"	"C"	"qokeedy.ochedy.roiin.sheedy.qokeedy.okeedy.olor.okeedy.qol!kchey.r.al-"	NA	NA
"qokeedy.ochedy.roiin.sheedy.qokeedy.okeedy.olor.okeedy.qol!keeey.r.al-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"8"	"F"	"qokeedy.ochedy.roiin.sheedy.qokeedy.okeedy.olor.okeedy.qol!keeey.r.al-"	NA	NA
"qokeedy.ochedy.roiin.sheedy.qokeedy.okeedy.olor.okeedy.qol.keeey.r.al-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"8"	"V"	"qokeedy.ochedy.roiin.sheedy.qokeedy.okeedy.olor.okeedy.qol.keeey.r.al-"	NA	NA
"sheor.chey.ral.cheey.r.al.cheedy="	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"9"	"H"	"sheor.chey.ral.cheey.r.al.cheedy="	0	46
"sheor.chey.ral.cheey.r.al.cheedy="	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"9"	"C"	"sheor.chey.ral.cheey.r.al.cheedy="	NA	NA
"sheor.chey.ral.cheey.r.al.cheedy="	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"9"	"F"	"sheor.chey.ral.cheey.r.al.cheedy="	NA	NA
"sheor.chey.ral.cheey.r.al.cheedy="	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"9"	"V"	"sheor.chey.ral.cheey.r.al.cheedy="	NA	NA
"cphdor.shedal.qopchdy.dshedy.shedy.tchedy.lsheetal.shecphy.daiin.dy-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"10"	"H"	"cphdor.shedal.qopchdy.dshedy.shedy.tchedy.lsheetal.shecphy.daiin.dy-"	7	34
"cphdor.shedal.qopchdy.dshedy.shedy.tchedy.lsheetal.shecphy.daiin.dy-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"10"	"C"	"cphdor.shedal.qopchdy.dshedy.shedy.tchedy.lsheetal.shecphy.daiin.dy-"	NA	NA
"cphdor.shedal.qopchdy.dshedy.shedy.tchedy.lsheetal.shecphy.daiin.dy-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"10"	"F"	"cphdor.shedal.qopchdy.dshedy.shedy.tchedy.lsheetal.shecphy.daiin.dy-"	NA	NA
"cphdor.shedal.qopchdy.dshedy.shedy.tchedy.lsheetal.shecphy.daiin.dy-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"10"	"V"	"cphdor.shedal.qopchdy.dshedy.shedy.tchedy.lsheetal.shecphy.daiin.dy-"	NA	NA
"cheor.sheedy.daiin.oekeedy.qokeey.qokedy.oteedy.shedy.qokedy.shedam-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"11"	"H"	"cheor.sheedy.daiin.oekeedy.qokeey.qokedy.oteedy.shedy.qokedy.shedam-"	17	23
"cheor.sheedy.daiin.oekeedy.qokeey.qokedy.oteedy.shedy.qokedy.shedam-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"11"	"C"	"cheor.sheedy.daiin.oekeedy.qokeey.qokedy.oteedy.shedy.qokedy.shedam-"	NA	NA
"cheor.sheedy.daiin.oekeedy.qokeey.qokedy.oteedy.shedy.qokedy.shedam-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"11"	"F"	"cheor.sheedy.daiin.oekeedy.qokeey.qokedy.oteedy.shedy.qokedy.shedam-"	NA	NA
"cheor.sheedy.daiin.oekeedy.qokeey.qokedy.oteedy.shedy.qokedy.shedam-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"11"	"V"	"cheor.sheedy.daiin.oekeedy.qokeey.qokedy.oteedy.shedy.qokedy.shedam-"	NA	NA
"sol.sheol.sheey.lteedy.qokeedy.qotal.chedy.checthy.otedeey.qokol.chedy.deey-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"12"	"H"	"sol.sheol.sheey.lteedy.qokeedy.qotal.chedy.checthy.otedeey.qokol.chedy.deey-"	27	13
"sol!sheol.sheey.lteedy.qokeedy.qotal.chedy.checthy.otedeey.q!kol.chedy.deey-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"12"	"C"	"sol!sheol.sheey.lteedy.qokeedy.qotal.chedy.checthy.otedeey.q!kol.chedy.deey-"	NA	NA
"sol.sheol.sheey.lteedy.qokeedy.qotal.chedy.checthy.otedeey.qokol.chedy.deey-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"12"	"F"	"sol.sheol.sheey.lteedy.qokeedy.qotal.chedy.checthy.otedeey.qokol.chedy.deey-"	NA	NA
"sol.sheol.sheey.lteedy.qokeedy.qotal.chedy.checthy.otedeey.qokal.chedy.deey-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"12"	"V"	"sol.sheol.sheey.lteedy.qokeedy.qotal.chedy.checthy.otedeey.qokal.chedy.deey-"	NA	NA
"saiin.sheedy.qol.sheedy.okeeedy.qoteedy.chedy.qotedy.oleeedy.qoteedy.lo-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"13"	"H"	"saiin.sheedy.qol.sheedy.okeeedy.qoteedy.chedy.qotedy.oleeedy.qoteedy.lo-"	39	8
"saiin.sheedy.qol.sheedy.okeeedy.qoteedy.chedy.qotedy.oleeedy.qoteedy.lo-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"13"	"C"	"saiin.sheedy.qol.sheedy.okeeedy.qoteedy.chedy.qotedy.oleeedy.qoteedy.lo-"	NA	NA
"saiin.sheedy.qol.sheedy.okeeedy.qoteedy.chedy.qotedy.oleeedy.qoteedy.lo-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"13"	"F"	"saiin.sheedy.qol.sheedy.okeeedy.qoteedy.chedy.qotedy.oleeedy.qoteedy.lo-"	NA	NA
"saiin.sheedy.qol.sheedy.okeeedy.qoteedy.chedy.qotedy.oleeedy.qoteedy.lo-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"13"	"V"	"saiin.sheedy.qol.sheedy.okeeedy.qoteedy.chedy.qotedy.oleeedy.qoteedy.lo-"	NA	NA
"qokeedy.qol.cheedy.otedy.cthedy.otedy.qoteedy.shcthedy.qoeekeedy.deedy-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"14"	"H"	"qokeedy.qol.cheedy.otedy.cthedy.otedy.qoteedy.shcthedy.qoeekeedy.deedy-"	50	0
"qokeedy.qol.cheedy.otedy.cthedy.otedy.qoteedy.shcthedy.qoeekeedy.deedy-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"14"	"C"	"qokeedy.qol.cheedy.otedy.cthedy.otedy.qoteedy.shcthedy.qoeekeedy.deedy-"	NA	NA
"qokeedy.qol.cheedy.otedy.cthedy.otedy.qoteedy.shcthedy.qoeekeedy.deedy-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"14"	"F"	"qokeedy.qol.cheedy.otedy.cthedy.otedy.qoteedy.shcthedy.qoeekeedy.deedy-"	NA	NA
"qokeedy.qol.cheedy.otedy.cthedy.otedy.qoteedy.shcthedy.qoeekeedy.deedy-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"14"	"V"	"qokeedy.qol.cheedy.otedy.cthedy.otedy.qoteedy.shcthedy.qoeekeedy.deedy-"	NA	NA
"tchedy.lsheedy.chedal.chedy.checthey="	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"15"	"H"	"tchedy.lsheedy.chedal.chedy.checthey="	0	78
"tchedy.lsheedy.chedal.chedy.checthey="	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"15"	"C"	"tchedy.lsheedy.chedal.chedy.checthey="	NA	NA
"tchedy.lsheedy.chedal.chedy.checthey="	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"15"	"F"	"tchedy.lsheedy.chedal.chedy.checthey="	NA	NA
"tchedy.lsheedy.chedal.chedy.checthey="	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"15"	"V"	"tchedy.lsheedy.chedal.chedy.checthey="	NA	NA
"p!!!olshdal.otedair.opshedal.qokedy.shedy.ps!chedal.tsheokeedy.oshe!pols-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"16"	"H"	"p!!!olshdal.otedair.opshedal.qokedy.shedy.ps!chedal.tsheokeedy.oshe!pols-"	5	69
"p!!!olshdal.otedair.opshedal.qokedy.shedy.pshchedal.tsheokeedy.oshe!pols-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"16"	"C"	"p!!!olshdal.otedair.opshedal.qokedy.shedy.pshchedal.tsheokeedy.oshe!pols-"	NA	NA
"p!!!olshdal.otedair.opshedal.qokedy.shedy.ps!chedal.tsheokeedy.oshe!pols-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"16"	"F"	"p!!!olshdal.otedair.opshedal.qokedy.shedy.ps!chedal.tsheokeedy.oshe!pols-"	NA	NA
"polshdal.otedair.otshedal.qokedy.shedy.ks!chedal.tsheokeedy.oshe.tols-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"16"	"V"	"polshdal.otedair.otshedal.qokedy.shedy.ks!chedal.tsheokeedy.oshe.tols-"	NA	NA
"sar.olkeey.shok!aiin.sheol!ol.otedy.qekchdy.qoeeedy.qokedy.lkedy.chdy-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"17"	"H"	"sar.olkeey.shok!aiin.sheol!ol.otedy.qekchdy.qoeeedy.qokedy.lkedy.chdy-"	13	58
"sar.olkeey.shok!aiin.sheol!ol.otedy.qekchdy.qoeeedy.qokedy.lkedy.chdy-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"17"	"C"	"sar.olkeey.shok!aiin.sheol!ol.otedy.qekchdy.qoeeedy.qokedy.lkedy.chdy-"	NA	NA
"sar.olkeey.shok!aiin.sheol!ol.otedy.qekchdy.qoeeedy.qokedy.lkedy.chdy-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"17"	"F"	"sar.olkeey.shok!aiin.sheol!ol.otedy.qekchdy.qoeeedy.qokedy.lkedy.chdy-"	NA	NA
"sar.olkeey.shok.aiin.sheol.ol.otedy.qekchdy.qoeeedy.qokedy.lkedy.chdy-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"17"	"V"	"sar.olkeey.shok.aiin.sheol.ol.otedy.qekchdy.qoeeedy.qokedy.lkedy.chdy-"	NA	NA
"lshey.qockhedy.qodeey.qolkeedy.qokedy.chol.chedchey.daiin.olkedy-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"18"	"H"	"lshey.qockhedy.qodeey.qolkeedy.qokedy.chol.chedchey.daiin.olkedy-"	23	47
"lshey.qockhedy.qodeey.qolkeedy.qokedy.chol.chedchey.daiin.olkedy-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"18"	"C"	"lshey.qockhedy.qodeey.qolkeedy.qokedy.chol.chedchey.daiin.olkedy-"	NA	NA
"lshey.qockhedy.qodeey.qolkeedy.qokedy.chol.chedchey!daiin.olkedy-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"18"	"F"	"lshey.qockhedy.qodeey.qolkeedy.qokedy.chol.chedchey!daiin.olkedy-"	NA	NA
"lshey.qockhedy.qodeey.qolkeedy.qokedy.chol.chedeeey.daiin.olkedy-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"18"	"V"	"lshey.qockhedy.qodeey.qolkeedy.qokedy.chol.chedeeey.daiin.olkedy-"	NA	NA
"or.ar.sheey.otar.shedy.otchedy.checkhey.olchedy.checkhy.sheckhy.lky-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"19"	"H"	"or.ar.sheey.otar.shedy.otchedy.checkhey.olchedy.checkhy.sheckhy.lky-"	32	37
"or!ar.sheey.otar.shedy.ot!!edy.checkhey.olchedy.checkhy.checkhy.lky-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"19"	"C"	"or!ar.sheey.otar.shedy.ot!!edy.checkhey.olchedy.checkhy.checkhy.lky-"	NA	NA
"or.ar.sheey.otar.shedy.otchedy.checkhey.olchedy.checkhy.sheckhy.lky-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"19"	"F"	"or.ar.sheey.otar.shedy.otchedy.checkhey.olchedy.checkhy.sheckhy.lky-"	NA	NA
"or.ar.sheey.otar.shedy.otchedy.checkhey.olchedy.checkhy.sheckhy.lky-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"19"	"V"	"or.ar.sheey.otar.shedy.otchedy.checkhey.olchedy.checkhy.sheckhy.lky-"	NA	NA
"dol.sheetey.qokedy.ol.checkhy.lshedy.qokeedy.cheedy.qokeedy.shl.l!oiii!m-"	"f76v"	"B"	"M"	"D"	"B"	"2"	NA	"2"	"P"	"20"	"H"	"dol.sheetey.qokedy.ol.checkhy.lshedy.qokeedy.cheedy.qokeedy.shl.l!oiii!m-"	43	25
